p_star_sorted,cdf
283.0,0.4049140049140049
284.0,0.40540540540540543
285.0,0.4058968058968059
286.0,0.4063882063882064
287.0,0.4068796068796069
287.0,0.4073710073710074
288.0,0.40786240786240785
289.0,0.40835380835380836
290.0,0.40884520884520886
291.0,0.4093366093366093
291.0,0.4098280098280098
292.0,0.4103194103194103
293.0,0.41081081081081083
294.0,0.4113022113022113
295.0,0.4117936117936118
296.0,0.4122850122850123
296.0,0.41277641277641275
297.0,0.41326781326781326
298.0,0.41375921375921376
298.0,0.41425061425061427
299.0,0.4147420147420147
300.0,0.4152334152334152
301.0,0.41572481572481573
302.0,0.41621621621621624
303.0,0.4167076167076167
304.0,0.4171990171990172
305.0,0.4176904176904177
305.0,0.41818181818181815
306.0,0.41867321867321866
306.0,0.41916461916461917
307.0,0.4196560196560197
308.0,0.4201474201474201
309.0,0.42063882063882063
310.0,0.42113022113022114
311.0,0.42162162162162165
312.0,0.4221130221130221
313.0,0.4226044226044226
314.0,0.4230958230958231
315.0,0.42358722358722356
315.0,0.42407862407862407
316.0,0.4245700245700246
317.0,0.4250614250614251
317.0,0.42555282555282553
318.0,0.42604422604422604
319.0,0.42653562653562654
320.0,0.42702702702702705
321.0,0.4275184275184275
322.0,0.428009828009828
323.0,0.4285012285012285
324.0,0.42899262899262897
325.0,0.4294840294840295
325.0,0.42997542997543
326.0,0.4304668304668305
327.0,0.43095823095823094
328.0,0.43144963144963144
329.0,0.43194103194103195
329.0,0.43243243243243246
330.0,0.4329238329238329
331.0,0.4334152334152334
332.0,0.4339066339066339
333.0,0.43439803439803437
334.0,0.4348894348894349
335.0,0.4353808353808354
335.0,0.4358722358722359
336.0,0.43636363636363634
337.0,0.43685503685503685
337.0,0.43734643734643736
338.0,0.43783783783783786
339.0,0.4383292383292383
340.0,0.4388206388206388
341.0,0.4393120393120393
342.0,0.4398034398034398
343.0,0.4402948402948403
345.0,0.4407862407862408
345.0,0.4412776412776413
346.0,0.44176904176904175
347.0,0.44226044226044225
348.0,0.44275184275184276
349.0,0.44324324324324327
350.0,0.4437346437346437
351.0,0.4442260442260442
352.0,0.44471744471744473
353.0,0.4452088452088452
354.0,0.4457002457002457
355.0,0.4461916461916462
356.0,0.4466830466830467
357.0,0.44717444717444715
358.0,0.44766584766584766
359.0,0.44815724815724817
360.0,0.4486486486486487
361.0,0.4491400491400491
362.0,0.44963144963144963
363.0,0.45012285012285014
365.0,0.4506142506142506
366.0,0.4511056511056511
366.0,0.4515970515970516
368.0,0.4520884520884521
369.0,0.45257985257985256
370.0,0.45307125307125307
371.0,0.4535626535626536
373.0,0.4540540540540541
374.0,0.45454545454545453
375.0,0.45503685503685504
376.0,0.45552825552825554
377.0,0.456019656019656
378.0,0.4565110565110565
380.0,0.457002457002457
381.0,0.4574938574938575
382.0,0.45798525798525797
383.0,0.45847665847665847
384.0,0.458968058968059
386.0,0.4594594594594595
387.0,0.45995085995085994
388.0,0.46044226044226044
389.0,0.46093366093366095
390.0,0.4614250614250614
391.0,0.4619164619164619
393.0,0.4624078624078624
394.0,0.4628992628992629
395.0,0.46339066339066337
396.0,0.4638820638820639
397.0,0.4643734643734644
398.0,0.4648648648648649
399.0,0.46535626535626534
400.0,0.46584766584766585
402.0,0.46633906633906635
404.0,0.4668304668304668
405.0,0.4673218673218673
406.0,0.4678132678132678
408.0,0.4683046683046683
409.0,0.4687960687960688
410.0,0.4692874692874693
412.0,0.4697788697788698
414.0,0.4702702702702703
415.0,0.47076167076167075
416.0,0.47125307125307125
418.0,0.47174447174447176
419.0,0.4722358722358722
420.0,0.4727272727272727
422.0,0.4732186732186732
424.0,0.47371007371007373
425.0,0.4742014742014742
427.0,0.4746928746928747
428.0,0.4751842751842752
430.0,0.4756756756756757
432.0,0.47616707616707615
434.0,0.47665847665847666
435.0,0.47714987714987717
436.0,0.4776412776412776
437.0,0.4781326781326781
438.0,0.47862407862407863
440.0,0.47911547911547914
442.0,0.4796068796068796
444.0,0.4800982800982801
